smiles,order,ma_exact,ma_heur
[H]C1=C2C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],1,4.0,8.32
[H]O[C@@]([H])(C([H])=O)C([H])([H])C([H])([H])[H],1,4.0,4.81
[H][N-][C@H]1OC([H])([H])C([H])([H])N([H])[C@]1([H])C([H])([H])[H],1,5.0,6.75
[H]C(=O)C([H])([H])[C@@]([H])(C#N)C([H])([H])C([H])([H])[H],1,5.0,5.09
[H]C1([H])OC([H])([H])C([H])([H])[C@@]2([H])[N@@H+](C1([H])[H])C2([H])[H],1,6.0,8.32
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],1,4.0,6.89
[H]N1C(=O)N([H])C([H])([H])C([H])([H])C1=O,1,5.0,6.31
[H][C+]([NH2+]C([H])([H])[H])OC(=O)N([H])C([H])([H])[H],1,4.0,5.17
[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])=O,1,5.0,6.41
[H]OC([H])([H])[C@]12O[C@]([H])(C1([H])[H])[C@@]2([H])O[H],1,4.0,8.0
[H]c1nc(OC([H])([H])[H])nn1[H],2,5.0,6.08
[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@]([H])(OC([H])([H])[H])C1([H])[H],1,5.0,6.82
[H]c1nc(C([H])([H])C([H])([H])[H])c([H])n1[H],1,6.0,6.41
[H]N([H])C([H])([H])[C@]1(C#N)OC([H])([H])C1([H])[H],1,6.0,6.5
[H]O[C@@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C#N,1,5.0,6.59
[H]O[C@]1([H])C(=O)O[C@]1([H])C([H])([H])[H],1,4.0,6.2
[H]/N=C(/C(=O)C#CC([H])([H])[H])N([H])[H],2,6.0,4.81
[H][C+]1[NH2+]C([H])([H])[C@@](OC([H])([H])[H])(C([H])([H])[H])O1,1,5.0,6.75
[H]C#C[C@@]([H])(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H],1,5.0,5.17
[H]O[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],2,4.0,7.81
[H]C1([H])O[C@]2([H])[C@@]1([H])C([H])([H])[C@]2([H])C#N,1,5.0,7.91
[H]C1=C([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],2,4.0,6.5
[H]N1[C@@]2(C([H])([H])[H])C([H])([H])C3(C([H])([H])C3([H])[H])[C@@]12[H],1,4.0,9.75
[H]C1=C([H])[C@]2([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])C1([H])[H],1,4.0,8.32
[H]/N=C(\[H])N(C(=O)N([H])[H])C([H])([H])C([H])([H])[H],1,6.0,5.09
[H]C1=C([H])[C@@]2([H])O[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],1,5.0,8.17
[H]OC([H])([H])[C@]12N([H])[C@@]1([H])[C@@]1([H])C([H])([H])[C@]12[H],1,6.0,9.59
[H]OC([H])([H])[C@@]12C([H])([H])OC([H])([H])[C@]1([H])C2([H])[H],1,4.0,8.17
[H]OC([H])([H])C1=C([H])C([H])([H])OC1=O,1,5.0,6.31
[H]C([H])([H])O[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[H],1,5.0,6.75
[H]O[C@]1([H])[C@]2([H])O[C@]3([H])C([H])([H])[C@@]1([H])[C@]23[H],1,5.0,9.5
[H]OC([H])([H])[C@]1([H])[N@H+]2C([H])([H])[C@]1(C([H])([H])[H])C2([H])[H],1,5.0,8.32
[H]c1oc(=O)c(C([H])([H])[H])c([H])c1[H],2,6.0,6.31
[H]O[C@@]1(C([H])([H])[H])C(=O)N([H])[C@]1([H])C([H])([H])[H],1,6.0,6.59
[H]C1([H])[C@]2([H])O[C@@]3([H])[C@]4([H])[N@@H+]([C@@]42[H])[C@@]13[H],1,6.0,11.0
[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@]([H])(C#N)N([H])[H],1,5.0,5.17
[H]C([H])([H])C([H])([H])C([H])([H])[N@H+]1C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],1,4.0,7.08
[H]C1=C([H])[C@@]([H])(C([H])([H])[H])N([H])C(=O)N1[H],1,6.0,6.5
[H]C([H])([H])C([H])([H])[C@@]1([H])OC([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H],1,4.0,6.96
[H]Oc1c([H])c(C([H])([H])O[H])c([H])n1[H],2,5.0,6.41
[H]C1=C([H])[C@]2([H])C(=O)[C@]([H])(C1([H])[H])C2([H])[H],1,6.0,8.0
[H]N1[C@@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])[C@]1([H])C#N,1,5.0,6.67
[H]C#C[C@@]1([H])C(=O)[C@@]2([H])C([H])([H])[C@@]12[H],1,6.0,7.81
[H]C([H])([H])OC([H])([H])C#CC([H])(C([H])([H])[H])C([H])([H])[H],1,6.0,5.32
[H]C(=O)C([H])([H])OC([NH2+]C([H])([H])[H])C([H])([H])[H],1,5.0,5.32
[H][N-]C1OC2(C([H])([H])C2([H])[H])[C@@]1([H])O[H],1,5.0,8.0
[H]O[C@]1([C@]([H])(O[H])C([H])([H])[H])C([H])([H])[C@@]1([H])O[H],1,4.0,6.67
[H]ONC1=C(C([H])([H])[H])[C-]([H])C([H])([H])C1([H])[H],1,6.0,6.67
[H]C([H])([H])[N@@H+]1C([H])([H])C([H])([H])O[C@@]2([H])C([H])([H])[C@@]12[H],1,6.0,8.32
[H]O[C@]1([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@@]21C([H])([H])[H],1,4.0,8.32
[H]C([H])([H])[C@@]1([H])[C@@]2([H])OC(=O)O[C@]21[H],2,6.0,7.81
[H][C+]1[NH2+]C2(C([H])([H])C2([H])[H])[C@@]([H])(C([H])([H])[H])O1,1,7.0,8.25
[H]ONC1C([H])([H])C2(C1([H])[H])C([H])([H])C2([H])[H],1,6.0,8.25
[H]C(=O)[C@@]1(C([H])([H])[H])[N@@H+]2C([H])([H])[C@]2([H])C1([H])[H],1,6.0,8.17
[H]C#C[C@]([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],1,4.0,5.46
[H]C1([H])C([H])([H])[C@]2(C#N)C([H])([H])[C@@]1([H])C2([H])[H],2,4.0,8.09
[H]C([H])([H])C([H])([H])C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],1,5.0,5.58
[H]C([H])([H])C1[NH2+][C@]2([H])[C@]([H])(O1)[C@]2([H])C([H])([H])[H],1,7.0,8.32
[H]O[C@@]1([H])C([H])([H])OC([H])([H])[C@@]1([H])C([H])=O,1,5.0,6.5
[H]C([H])([H])O[C@]1([H])C(=O)OC([H])([H])C1([H])[H],1,5.0,6.5
[H][N-]C1OC([H])([H])[C@@]1([H])[C@]1([H])N([H])C1([H])[H],1,6.0,8.09
[H]C(=O)C#CC(=O)OC([H])([H])[H],2,5.0,4.58
[H]c1c(N([H])[H])oc(=O)n1[H],2,5.0,5.96
[H]N([H])[C@@]1([H])[C@@]([H])(C#N)[C@@]1(N([H])[H])C([H])([H])[H],1,5.0,6.59
[H]O[C@]1([H])C([H])([H])OC([H])([H])[C@]1([H])OC([H])([H])[H],1,4.0,6.67
[H][N-]C1O[C@]([H])(C([H])([H])O[H])[C@]1([H])O[H],1,5.0,6.5
[H]C1=C2C([H])([H])O[C@]2([H])C([H])([H])[C@]1([H])C([H])([H])[H],1,5.0,8.17
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],2,3.0,5.17
[H]C#C[C@](C([H])([H])[H])(C([H])([H])O[H])C([H])([H])C([H])([H])[H],1,5.0,5.32
[H]C(=O)[C@]1([H])O[C@]([H])(C([H])([H])[H])C([H])=C1[H],1,5.0,6.5
[H]C([H])([H])[C@@]12[N@H+]3C([H])([H])[C@@]3([H])[C@]1(C([H])([H])[H])C2([H])[H],1,5.0,9.82
[H]O[C@@]1([H])[C@@]2([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]12[H],1,5.0,8.0
[H]C#C[C@]1([H])O[C@@]([H])(C([H])([H])O[H])C1([H])[H],2,5.0,6.5
[H]N([H])C([H])([H])[C@]1(C#N)O[C@]1([H])C([H])([H])[H],1,5.0,6.5
[H]C([H])([H])[N@@H+]1C([H])([H])C([H])([H])[C@@]1(C#N)C([H])([H])[H],1,6.0,6.75
[H]C([H])([H])O[C@@]1([H])C([H])([H])[C@@]2([H])OC([H])([H])[C@@]12[H],1,5.0,8.17
[H]C#Cc1onnc1[H],2,6.0,5.67
[H]C(=O)[C@]([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],1,5.0,6.82
[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],1,4.0,6.96
[H]N1[C@@]2(C([H])([H])C#N)C([H])([H])C([H])([H])[C@@]12[H],1,5.0,8.0
[H]O[C@]([H])(C([H])([H])[H])[C@]([H])(C#N)C([H])([H])[H],1,4.0,5.0
[H]N1[C@@]2([H])C([H])([H])OC([H])([H])C([H])([H])[C@@]12[H],1,5.0,8.0
[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[H],1,5.0,6.96
[H]C#C[C@]1([H])[NH2+][C+]([H])O[C@]1([H])C([H])([H])[H],1,7.0,6.59
[H]c1c(C#N)nc(N([H])[H])n1[H],1,7.0,6.08
[H][N-]C1OC([H])([H])[C@]2([H])N([H])[C@]12C([H])([H])[H],1,5.0,8.09
[H]O[C@]1([H])[C@]2([H])OC([H])([H])O[C@@]21C([H])([H])[H],1,5.0,8.0
[H]N(C([H])([H])[H])C1(C#N)C([H])([H])C1([H])[H],1,5.0,6.41
[H]O[C@@]12C([H])([H])C([H])=C([H])[C@]1([H])C2([H])[H],1,5.0,7.91
[H][N-]c1oc(C([H])=O)c([H])[n+]1[H],2,7.0,6.08
[H]C1([H])O[C@](C([H])([H])[H])(C([H])([H])C#N)C1([H])[H],1,5.0,6.59
[H]O[C@@]1([H])C([H])=C([H])[C@@]([H])(C([H])([H])[H])OC1([H])[H],1,5.0,6.67
[H]C([H])([H])OC([H])(C#N)C#N,1,4.0,4.46
[H]N([H])C(=O)N([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],1,6.0,6.67
[H]O[C@]([H])(C([H])([H])[H])[C@]([H])(OC([H])=O)C([H])([H])[H],1,5.0,5.17
[H]N([H])C(=O)C([H])([H])C([H])([H])C#N,2,5.0,4.7
[H]c1nc([H])c(N([H])[H])c([H])c1[H],2,5.0,6.2
[H]O[C@@]1([H])C([H])([H])O[C@@]1([H])[C@]1([H])OC1([H])[H],1,4.0,8.0
[H]O[C@]1([H])[C@]2([H])[N@H+]3C([H])([H])[C@]2([H])[C@]1([H])C3([H])[H],1,5.0,9.67
[H]C1([H])C(=O)[C@]2(C([H])([H])[H])C([H])([H])[C@@]1([H])C2([H])[H],2,4.0,8.17
[H]C1=C([H])C([H])([H])n2c([H])nc([H])c21,2,7.0,7.81
[H]N1[C@]2([H])[C@]([H])(C([H])([H])[H])C(=O)C([H])([H])[C@]12[H],1,6.0,8.09
[H]O[C@@]1([H])C([H])([H])[C@@]1(C#N)C([H])=O,1,6.0,6.2
[H]C([H])([H])O[C@@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[H],1,5.0,6.96
[H]O[C@]12C([H])([H])[C@]3([H])O[C@@]1(C([H])([H])[H])[C@]23[H],1,5.0,9.5
[H]c1onc(C#N)c1[H],2,6.0,5.67
[H]O[C@@]1([H])C([H])([H])C([H])=C(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],1,5.0,6.82
[H][C+]1[NH2+][C@@]([H])(C#CC([H])([H])[H])C([H])([H])O1,1,7.0,6.59
[H]C1=C([H])C([H])([H])[C@@]2([H])O[C@@]2([H])C1=O,1,6.0,7.81
[H]C(=O)N1C(=O)OC([H])([H])C1([H])[H],1,6.0,6.2
[H]OC(=O)[C@]([H])(N([H])[H])C([H])([H])OC([H])([H])[H],1,5.0,5.09
[H]C1=C([H])[C@]2([H])N([H])[C@@]3([H])[C@]2([H])O[C@@]13[H],1,6.0,9.41
[H]OC([H])([H])[C@]([H])(OC([H])([H])[H])C([H])([H])C#N,1,5.0,5.09
[H]C1=C(C(=O)[O-])C([H])([H])[N+]([H])([H])C1([H])[H],2,6.0,6.41
[H]c1oc(N([H])[H])nc1C([H])([H])[H],2,6.0,6.2
[H]C1=C([H])[C@@]2([H])C([H])([H])O[C@@]2([H])C1([H])[H],1,5.0,7.91
[H]C([H])([H])C([H])([H])[C@]1([H])O[C@]2([H])C([H])([H])[C@]2([H])C1([H])[H],1,5.0,8.32
[H]C([H])([H])[C@]12O[C@]3([H])[C@]([H])(C1([H])[H])[C@]23C([H])([H])[H],1,5.0,9.67
[H]c1nc([H])c(N([H])[H])c(N([H])[H])n1,1,6.0,6.31
[H]N1C([H])([H])C([H])([H])C([H])([H])[C@]1(C#N)C([H])([H])[H],1,6.0,6.67
[H]O[C@@]1([H])C([H])([H])C([H])([H])C([H])=C([H])[C@@]1([H])O[H],1,6.0,6.67
[H]O[C@]1(C2([H])C([H])([H])C2([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],1,4.0,8.32
[H]C1([H])O[C@]([H])(C([H])([H])[H])[C@]([H])(C#N)C1([H])[H],1,5.0,6.59
[H]N([H])[C@@]1([H])[C@@]2([H])OC([H])([H])[C@]21C#N,1,6.0,7.81
[H]C([H])([H])[C@@]12[N@@H+](C1([H])[H])C([H])([H])[C@@]1([H])O[C@@]21[H],1,6.0,9.67
[H]O[C@]1([H])[C@]2([H])O[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[H],1,5.0,8.17
[H]C#CC([H])([H])OC(=O)N([H])C([H])([H])[H],1,6.0,4.91
[H]C#CC#C[C@]1([H])N([H])C1([H])[H],2,5.0,6.08
[H]N1[C@@]2([H])[C@@]3([H])OC([H])([H])O[C@@]3([H])[C@@]12[H],2,6.0,9.41
[H][N-][C@H]1O[C@]2([H])C([H])([H])[C@]12C([H])([H])C([H])([H])[H],1,5.0,8.17
[H]C(=O)O[C@]1([H])C([H])([H])O[C@]1([H])C([H])([H])[H],1,5.0,6.5
[H]N1C(=O)[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H],1,5.0,8.09
[H]OC([H])([H])[C@@]1(O[H])C([H])([H])C([H])([H])[C@@]1([H])O[H],1,4.0,6.67
[H]OC([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])O[H],2,3.0,5.09
[H][C+]1[NH2+]C([H])([H])[C@]([H])(C([H])([H])OC([H])([H])[H])O1,1,5.0,6.75
[H]OC([H])([H])C([H])([H])[N@@H+]1C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],1,5.0,6.96
[H]C([H])([H])C([H])([H])[C@]12O[C@@]1([H])[C@@]1([H])O[C@]12[H],1,5.0,9.5
[H]C([H])([H])C#CC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],2,4.0,5.25
[H]C(=O)OC([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],1,6.0,6.67
[H]N([H])C(=O)[C@]1([H])C([H])([H])OC([H])([H])C1([H])[H],1,5.0,6.59
[H]C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],2,4.0,6.89
[H][N-]C1OC(=O)C([H])([H])[C@]1([H])O[H],1,5.0,6.31
[H]O[C@]1(C([H])([H])N([H])[H])C([H])=C1C([H])=O,1,6.0,6.41
[H]C(=O)[C@@]12O[C@]1([H])C(=O)C2([H])[H],1,5.0,7.58
[H]OC([H])([H])[C@]1([H])N(C([H])=O)C1([H])[H],1,5.0,6.31
[H]c1noc(=O)c([H])c1[H],2,6.0,5.82
[H]O[C@]1([H])C([H])([H])[C@@]1(OC([H])([H])[H])C([H])([H])[H],1,4.0,6.59
[H]C([H])([H])C([H])([H])OC(=O)C#N,1,4.0,4.58
[H]C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],1,5.0,5.32
[H]C1([H])C([H])([H])[C@]2([H])O[C@@]1([H])C2=O,2,5.0,7.7
[H]OC([H])([H])[C@](C#N)(N([H])[H])C([H])([H])[H],1,5.0,4.91
[H]C#CC(C#CC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],2,4.0,5.17
[H]C1([H])OC2(C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],1,4.0,8.09
[H]C1=C(C([H])([H])[H])C(=O)C(=O)C1([H])[H],2,5.0,6.31
[H]OC([H])([H])[C@](C#N)(N([H])[H])C([H])([H])N([H])[H],1,5.0,5.09
[H]C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[NH+]1C([H])([H])C1([H])[H],1,6.0,7.08
[H]C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H],1,3.0,7.08
[H]N1C([H])([H])[C@]1([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],1,6.0,6.75
[H]C1=C([H])[C@]2([H])C([H])([H])[C@]3(C([H])([H])[H])[C@@]1([H])[C@@]32[H],1,5.0,9.67
[H]C#CC([H])([H])[C@]1(C#C[H])OC1([H])[H],1,4.0,6.31
[H]C#CC(=O)[C@]1([H])O[C@]1([H])C([H])([H])[H],1,6.0,6.31
[H]C([H])(C#N)C1([H])C([H])([H])OC1([H])[H],2,5.0,6.31
[H]N([H])C(=O)OC([H])([H])C([H])([H])C#N,1,6.0,4.81
[H]C([H])([H])[C@@]1([H])C([H])([H])O[C@@]1(C#N)C([H])([H])[H],1,6.0,6.59
[H]C1([H])[NH+](C2(C#N)C([H])([H])C2([H])[H])C1([H])[H],2,7.0,8.09
[H]C1([H])C(=O)[C@]2([H])[C@]3([H])C([H])([H])[C@@]1([H])[C@]23[H],1,5.0,9.5
[H]O[C@]1([H])C(=O)[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],1,6.0,8.0
[H]/N=C(\C([H])=O)N([H])C([H])([H])C([H])=O,2,4.0,4.81
[H]C1([H])O[C@]2([H])C([H])([H])[C@]3(C([H])([H])[H])[C@@]1([H])[C@@]32[H],1,4.0,9.67
[H]C1([H])[N@H+]2C([H])([H])[C@@]3([H])O[C@@]([H])(C1([H])[H])[C@@]23[H],1,5.0,9.67
[H][N-]c1n([H])c(=O)nc([H])[n+]1[H],2,6.0,6.08
[H]C1([H])O[C@@]([H])(C2([H])C([H])([H])C([H])([H])C2([H])[H])C1([H])[H],1,5.0,8.32
[H]OC([H])([H])[C@]1([H])[NH2+]C(N([H])[H])OC1([H])[H],1,6.0,6.75
[H]O[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])OC([H])=O,1,5.0,6.5
[H]N1C([H])([H])[C@]1([H])[C@@]12N([H])[C@]1([H])C([H])([H])C2([H])[H],1,4.0,9.67
[H]OC([H])([H])C(=O)C(=O)C([H])=O,1,4.0,4.58
[H]C1([H])O[C@]2([H])O[C@@]1([H])[C@@]1([H])O[C@@]21[H],1,5.0,9.31
[H]N1[C@@]2([H])C([H])([H])OC([H])([H])[C@@]12[H],2,4.0,7.7
[H]C(=O)C([H])([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[H],1,5.0,6.82
[H]O[C@]1([H])C([H])([H])[C@]1(C#N)OC([H])([H])[H],1,5.0,6.41
[H][C+]([NH2+]C([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H],1,5.0,5.32
[H]OC([H])([H])[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],1,5.0,6.96
[H]Oc1nc(=O)n([H])c([H])c1[H],2,7.0,6.08
[H]C1=N[C@@]2([H])C([H])([H])O[C@@]([H])(O1)C2([H])[H],1,6.0,7.91
[H]C(=O)C([H])([H])OC(=O)N([H])C([H])([H])[H],1,6.0,4.91
[H]C(=O)[C@@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[H],2,5.0,6.82
[H]C([H])([H])[N@H+]1C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],1,4.0,6.89
[H]O[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12C([H])([H])C([H])([H])[H],1,4.0,8.32
[H]c1nc([H])c(C([H])([H])C([H])([H])[H])nc1[H],1,6.0,6.5
[H]O[C@@]1([H])[C@@]([H])(C#N)[C@@]1([H])N([H])[H],1,5.0,6.2
[H]O[C@@]1([H])[C@@H]([NH2+]C([H])([H])[H])N([H])[C@@]1([H])C([H])([H])[H],1,5.0,6.89
[H]C#C[C@]1([H])O[C@@]([H])(C([H])([H])[H])OC1([H])[H],1,5.0,6.5
[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],1,5.0,5.58
[H]C([H])([H])[C@@]12OC([H])([H])[C@]1([H])OC2([H])[H],1,3.0,7.91
[H][N-]C1OC(C([H])([H])[H])(C([H])([H])[H])C([H])=C1[H],1,6.0,6.67
[H]C(=O)[C@]1([H])[N@H+](C2([H])C([H])([H])C2([H])[H])C1([H])[H],1,6.0,8.17
[H]C#C[C@@]1([H])O[C@@]1([H])C([H])([H])C#N,1,6.0,6.2
[H]C([H])([H])C1[NH2+]C2(C([H])([H])O1)C([H])([H])C2([H])[H],1,7.0,8.32
[H]C(C#N)(C#N)OC([H])([H])C([H])([H])[H],1,5.0,4.81
[H]C1=C([H])[C@@]2(OC1([H])[H])C([H])([H])[C@]2([H])C([H])([H])[H],1,6.0,8.17
[H]C1([H])O[C@@]2([H])[C@@]([H])(C#N)[C@@]2([H])O1,2,6.0,7.7
[H][N-]c1oc(=O)nc([H])[n+]1[H],2,6.0,5.96
[H]c1c(C([H])([H])[H])c(OC([H])([H])[H])n([H])c1[H],2,5.0,6.59
[H]OC([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])O[H],1,4.0,6.82
[H]OC(=O)[C@@]1(O[H])C([H])([H])[C@]1([H])N([H])[H],1,5.0,6.41
[H]C1([H])O[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])O1,1,4.0,6.59
[H]C1([H])O[C@@]2(C#N)C([H])([H])O[C@@]12[H],1,4.0,7.7
[H]N(C(=O)C1([H])C([H])([H])OC1([H])[H])C([H])([H])[H],1,6.0,6.59
[H]O[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])[N@@H+]2C([H])([H])[C@@]21[H],1,6.0,8.32
[H]C1([H])C(=O)C([H])([H])C12C([H])([H])[C@]2([H])C([H])([H])[H],1,4.0,8.17
[H]C#Cc1nc([H])no1,2,6.0,5.67
[H]c1oc(N([H])C([H])([H])C([H])([H])[H])c([H])c1[H],1,6.0,6.59
[H]C1([H])C(=O)C([H])([H])C1([H])C#N,2,5.0,6.08
[H]C([H])([H])[C@]1([H])C([H])([H])[C@]2([H])O[C@]2([H])C1([H])[H],2,5.0,8.09
[H]O[C@@](C#N)(C([H])([H])[H])[C@]1([H])OC1([H])[H],1,5.0,6.41
[H]C([H])([H])C([H])(C([H])([H])[H])[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],2,3.0,7.08
[H]C([H])(C#N)C([H])([H])C([H])([H])C([H])([H])C#N,2,4.0,5.0
[H]C([H])([H])C(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])C#N,1,5.0,5.09
[H]c1nc2n(c1[H])C([H])([H])C([H])([H])O2,2,8.0,7.81
[H]C([H])([H])C([H])(C([H])([H])[H])C1(C#N)C([H])([H])C1([H])[H],1,5.0,6.75
[H]N1[C@@]2([H])[C@]1([H])[C@]1(OC1([H])[H])[C@@]2([H])C([H])([H])[H],1,6.0,9.59
[H][N-]C1O[C@]2(C([H])([H])[H])C([H])([H])[C@@]1([H])C2([H])[H],1,5.0,8.17
[H][N-]C1OC([H])([H])[C@]2(OC2([H])[H])C1([H])[H],1,4.0,8.0
[H]O[C@]12[C@]3([H])C([H])=C([H])[C@@]1([H])N([H])[C@@]32[H],1,6.0,9.41
[H]C(=O)C(OC([H])([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],2,5.0,5.32
[H]C1=C([H])[C@@]2([H])OC([H])([H])O[C@]1([H])C2([H])[H],2,5.0,8.0
[H]OC([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],1,5.0,5.32
[H][C+]1[NH2+][C@@]2(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]2([H])O1,1,7.0,8.25
[H]C([H])([H])[C@@]12O[C@]1([H])[C@]1(OC1([H])[H])C2([H])[H],1,4.0,9.5
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],1,4.0,7.08
[H]O[C@]1([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],1,5.0,6.96
[H]C([H])([H])C(=O)[C@@]([H])(OC([H])([H])C([H])([H])[H])C([H])([H])[H],1,5.0,5.32
[H]C([H])([H])[C@]1([H])OC([H])([H])[C@]2(OC2([H])[H])C1([H])[H],1,4.0,8.17
[H]C#C[C@@]1([H])C([H])=C([H])[C@@]2([H])C([H])([H])[C@@]12[H],1,6.0,8.0
[H]C1=C(N([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C1=O,1,6.0,6.59
[H]OC([H])([H])c1nc([H])c([H])n1C([H])([H])[H],1,7.0,6.5
[H]O[C@@]12C([H])([H])[C@@]3([H])OC([H])([H])[C@]1([H])[C@@]23[H],1,5.0,9.5
[H]C([H])([H])C1(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]1([H])C2([H])[H],2,4.0,8.46
[H]C(=O)[C@]1([C@]2([H])N([H])C2([H])[H])OC1([H])[H],1,6.0,7.91
[H]Oc1nc(N([H])[H])c([H])o1,2,6.0,5.96
[H]C(=O)N1C([H])([H])[C@]1(C#N)C([H])([H])[H],1,6.0,6.31
[H]C([H])([H])C#CC([H])([H])C([H])([H])[NH+]1C([H])([H])C1([H])[H],1,6.0,6.82
[H]C1=NC([H])([H])C([H])([H])N1C(=O)N([H])[H],1,7.0,6.41
[H]N1C(=O)[C@@](C#N)(C([H])([H])[H])C1([H])[H],1,5.0,6.31
[H]C#C[C@](O[H])(C([H])=O)C([H])([H])[H],1,5.0,4.7
[H]C([H])([H])O[C@]12C([H])([H])O[C@@]1(C([H])([H])[H])C2([H])[H],1,5.0,8.17
[H]C([H])([H])C([H])([H])[C@]12[C@@]3([H])[N@@H+]4[C@@]3([H])[C@@]1([H])[C@@]42[H],1,5.0,11.17
[H]C#C[C@]1([H])O[C@@]([H])(C#N)C1([H])[H],1,5.0,6.2
[H]OC([H])([H])[C@@]([H])(O[H])[C@]1([H])OC1([H])[H],1,4.0,6.41
[H]C1([H])[C@@]([H])([C@]2([H])OC2([H])[H])[C@@]1([H])C#N,1,6.0,7.91
[H][C+]1[NH2+][C@@]2([H])[C@@]([H])(O1)[C@@]1([H])C([H])([H])[C@@]21[H],1,7.0,9.59
[H][C@@]12C(=O)[C@@]3([H])[N@H+]4[C@]1([H])[C@]2([H])[C@]43[H],1,6.0,10.81
[H]C1([H])C(=O)O[C@]2([H])[C@@]1([H])[C@]2([H])C([H])([H])[H],1,5.0,8.0
[H]O[C@]1([H])[C@]2([H])C(=O)C([H])([H])[C@@]1([H])N2[H],1,6.0,7.91
