mol_index,id,smiles,point_group,order,max_rotation_order,confidence,method,assembly_index
17804,gdb_18011,[H]C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])C([H])([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17805,gdb_18012,[H]C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])OC([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17806,gdb_18013,[H]C([H])([H])C([H])([H])[C@@]1([H])O[C@@]2([H])C([H])([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17807,gdb_18014,[H]C([H])([H])C([H])([H])[C@@]1([H])O[C@@]2([H])C([H])([H])O[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17808,gdb_18015,[H]C([H])([H])C([H])([H])[N@@H+]1C([H])([H])[C@@]2([H])OC([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17809,gdb_18016,[H]C([H])([H])O[C@@]1([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17810,gdb_18017,[H]C([H])([H])O[C@@]1([H])C([H])([H])[C@@]2([H])C([H])([H])O[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17811,gdb_18018,[H]C([H])([H])O[C@@]1([H])C([H])([H])[C@@]2([H])OC([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17812,gdb_18019,[H]C([H])([H])O[C@@]1([H])C([H])([H])[N@H+]2C([H])([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17813,gdb_18020,[H]OC([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17814,gdb_18021,[H]OC([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])C([H])([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17815,gdb_18022,[H]OC([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])OC([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17816,gdb_18023,[H]OC([H])([H])[C@@]1([H])N([H])[C@@]2([H])C([H])([H])O[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17817,gdb_18024,[H]OC([H])([H])[C@@]1([H])O[C@@]2([H])C([H])([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17818,gdb_18025,[H]OC([H])([H])[C@@]1([H])O[C@@]2([H])C([H])([H])N([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17819,gdb_18026,[H]OC([H])([H])[C@@]1([H])O[C@@]2([H])C([H])([H])O[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17820,gdb_18027,[H]C1=C2C([H])([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17821,gdb_18028,[H]C1=C2C([H])([H])C([H])([H])[C@]2([H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17822,gdb_18029,[H]C1=C2C([H])([H])C([H])([H])[C@]2([H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17823,gdb_18030,[H]N1[C@H]2[NH2+]C([H])([H])C([H])([H])O[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.25
17824,gdb_18031,[H]C1([H])[NH2+][C@@H]2OC([H])([H])[C@]2([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17825,gdb_18032,[H]N1C([H])([H])C([H])([H])[NH2+][C@@H]2OC([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.25
17826,gdb_18033,[H]C1([H])[NH2+][C@@H]2OC([H])([H])[C@]2([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17827,gdb_18034,[H]C1=C2C([H])([H])O[C@@]2([H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17828,gdb_18035,[H]C1=C2C([H])([H])O[C@@]2([H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17829,gdb_18036,[H]C1=C([H])[C@]2([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17830,gdb_18037,[H]C1=C([H])[C@]2([H])C([H])([H])C([H])([H])[C@]2([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17831,gdb_18038,[H]C1=N[C@]2([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])O1,C1,1,1,0.6900000000000001,pymatgen,8.09
17832,gdb_18039,[H]C1=N[C@@]2([H])C([H])([H])N([H])[C@@]2([H])C([H])([H])O1,C1,1,1,0.6900000000000001,pymatgen,8.0
17833,gdb_18040,[H]C1=C([H])[C@]2([H])OC([H])([H])[C@]2([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17834,gdb_18041,[H]C1=C([H])[C@]2([H])OC([H])([H])[C@]2([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17835,gdb_18042,[H]C1=C([H])[C@@]2([H])C([H])([H])O[C@@]2([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17836,gdb_18043,[H]C1=N[C@@]2([H])C([H])([H])O[C@@]2([H])C([H])([H])O1,C1,1,1,0.6900000000000001,pymatgen,7.91
17837,gdb_18044,[H]C1=C([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17838,gdb_18045,[H]C1=NC([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]2([H])O1,C1,1,1,0.6900000000000001,pymatgen,8.09
17839,gdb_18046,[H]C1=NC([H])([H])[C@]2([H])N([H])C([H])([H])[C@]2([H])O1,C1,1,1,0.6900000000000001,pymatgen,8.0
17840,gdb_18047,[H]C1=C([H])C([H])([H])[C@]2([H])OC([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17841,gdb_18048,[H]C1=NC([H])([H])[C@]2([H])OC([H])([H])[C@]2([H])O1,C1,1,1,0.6900000000000001,pymatgen,7.91
17842,gdb_18049,[H]C1([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.46
17843,gdb_18050,[H]C1([H])OC([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17844,gdb_18051,[H]C1([H])O[C@]2([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17845,gdb_18052,[H]C1([H])O[C@@]2([H])C([H])([H])C([H])([H])[C@@]2([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17846,gdb_18053,[H]C1([H])OC([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]2([H])O1,C1,1,1,0.6900000000000001,pymatgen,8.17
17847,gdb_18054,[H]C1([H])C([H])([H])C([H])([H])[C@]2([H])OC([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17848,gdb_18055,[H]C1([H])O[C@@]2([H])C([H])([H])O[C@@]2([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17849,gdb_18056,[H]C1([H])OC([H])([H])[C@@]2([H])C([H])([H])O[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17850,gdb_18057,[H]C1([H])OC([H])([H])[C@]2([H])OC([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17851,gdb_18058,[H]C1([H])OC([H])([H])[C@]2([H])OC([H])([H])[C@]2([H])O1,C1,1,1,0.6900000000000001,pymatgen,8.0
17852,gdb_18059,[H]C#CC([H])([H])[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17853,gdb_18060,[H]C#CC([H])([H])[C@]1([H])[C@]2([H])OC([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17854,gdb_18061,[H]C#CC([H])([H])[N@H+]1[C@@]2([H])C([H])([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17855,gdb_18062,[H]C([H])(C#N)[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17856,gdb_18063,[H]C1([H])[N@H+]2[C@@]([H])(C([H])([H])C#N)[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17857,gdb_18064,[H]C1([H])O[C@]2([H])[C@@]1([H])[C@]2([H])C([H])([H])C#N,C1,1,1,0.6900000000000001,pymatgen,7.91
17858,gdb_18065,[H]C([H])(C#N)[N@H+]1[C@@]2([H])C([H])([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17859,gdb_18066,[H][N-][C+]([H])O[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],C1,2,2,0.73,pymatgen,8.09
17860,gdb_18067,[H][N-][C+]([H])O[C@]1([H])[C@]2([H])OC([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,7.91
17861,gdb_18068,[H]C(=O)C([H])([H])[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17862,gdb_18069,[H]C(=O)C([H])([H])[C@]1([H])[N@@H+]2C([H])([H])C([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17863,gdb_18070,[H]C(=O)C([H])([H])[C@]1([H])[C@]2([H])OC([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17864,gdb_18071,[H]C(=O)C([H])([H])[N@H+]1[C@@]2([H])C([H])([H])C([H])([H])[C@@]12[H],Cs,2,1,0.73,pymatgen,8.17
17865,gdb_18072,[H]C(=O)N([H])[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17866,gdb_18073,[H]C(=O)N([H])[C@]1([H])[C@]2([H])OC([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,7.91
17867,gdb_18074,[H]C(=O)O[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],C1,2,2,0.73,pymatgen,8.0
17868,gdb_18075,[H]C(=O)O[C@]1([H])[C@]2([H])OC([H])([H])[C@@]21[H],C1,2,2,0.73,pymatgen,7.81
17869,gdb_18076,[H]C([H])([H])C#C[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],Cs,2,1,0.73,pymatgen,8.17
17870,gdb_18077,[H]C([H])([H])C#C[C@]1([H])[N@@H+]2C([H])([H])C([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17871,gdb_18078,[H]C([H])([H])C#C[C@]1([H])[C@]2([H])OC([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17872,gdb_18079,[H]C([H])([H])C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.46
17873,gdb_18080,[H]C([H])([H])C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])OC([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17874,gdb_18081,[H]C([H])([H])C([H])([H])O[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17875,gdb_18082,[H]C([H])([H])C([H])([H])O[C@]1([H])[C@]2([H])OC([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17876,gdb_18083,[H]C([H])([H])OC([H])([H])[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],Cs,2,1,0.73,pymatgen,8.32
17877,gdb_18084,[H]C([H])([H])OC([H])([H])[C@]1([H])[N@@H+]2C([H])([H])C([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17878,gdb_18085,[H]C([H])([H])OC([H])([H])[C@]1([H])[C@]2([H])OC([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17879,gdb_18086,[H]OC([H])([H])C([H])([H])[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17880,gdb_18087,[H]OC([H])([H])C([H])([H])[C@]1([H])[N@@H+]2C([H])([H])C([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17881,gdb_18088,[H]OC([H])([H])C([H])([H])[C@]1([H])[C@]2([H])OC([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17882,gdb_18089,[H]OC([H])([H])C([H])([H])[N@H+]1[C@@]2([H])C([H])([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17883,gdb_18090,[H]C1=C([H])[C@]2([H])C([H])=C([H])C([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17884,gdb_18091,[H]C1=C([H])[C@@]2([H])[NH2+][C+]([H])O[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17885,gdb_18092,[H][C+]1[NH2+]C([H])([H])[C@]2([H])[N@H+]1[C+]([H])[NH2+]C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17886,gdb_18093,[H]C1=C([H])[C@@]2([H])C([H])([H])C([H])=C([H])[C@@]2([H])C1([H])[H],C2,2,2,0.73,pymatgen,8.17
17887,gdb_18094,[H]C1=C([H])[C@@]2([H])O[C+]([H])[NH2+][C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17888,gdb_18095,[H]C1([H])C2=C(C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C2([H])[H],D2h,8,4,0.97,pymatgen,8.32
17889,gdb_18096,[H]C1([H])OC([H])([H])C2=C1C([H])([H])C([H])([H])C2([H])[H],Cs,2,1,0.73,pymatgen,8.17
17890,gdb_18097,[H]C1([H])OC([H])([H])C2=C1C([H])([H])OC2([H])[H],D2h,8,4,0.97,pymatgen,8.0
17891,gdb_18098,[H]C1=C2C(=C([H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],C2h,4,2,0.81,pymatgen,8.17
17892,gdb_18099,[H]C1=C2C(=NC([H])([H])C2([H])[H])OC1([H])[H],Cs,2,1,0.73,pymatgen,7.91
17893,gdb_18100,[H]C1=C([H])[C@@]2([H])C(=C([H])C([H])([H])C2([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17894,gdb_18101,[H][C+]1[NH2+][C@@]2([H])[C@H]([NH2+]C([H])([H])C2([H])[H])N1[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17895,gdb_18102,[H]C1=NC([H])([H])[C@@H]2[NH2+]C([H])([H])C([H])([H])N12,C1,1,1,0.6900000000000001,pymatgen,8.17
17896,gdb_18103,[H]C1=C2C([H])([H])C([H])=C([H])[C@]2([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17897,gdb_18104,[H]C1=C([H])C([H])([H])[C@@]2([H])C1=C([H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17898,gdb_18105,[H]C1=C([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])=C12,C1,1,1,0.6900000000000001,pymatgen,8.0
17899,gdb_18106,[H]C1=C([H])[C@]2([H])C([H])([H])C([H])([H])O[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17900,gdb_18107,[H]C1=C([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17901,gdb_18108,[H]C1=C([H])[C@@]2([H])OC([H])([H])C([H])([H])[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17902,gdb_18109,[H][C+]1[NH2+][C@]2([H])C([H])([H])C([H])([H])O[C@]2([H])O1,C1,1,1,0.6900000000000001,pymatgen,8.09
17903,gdb_18110,[H][C+]1[NH2+][C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])O1,C1,1,1,0.6900000000000001,pymatgen,8.25
17904,gdb_18111,[H]C1=C([H])[C@@]2([H])OC([H])([H])O[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17905,gdb_18112,[H]C1=C([H])[C@]2([H])C([H])([H])OC([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17906,gdb_18113,[H][C+]1[NH2+][C@]2([H])C([H])([H])OC([H])([H])[C@]2([H])O1,C1,1,1,0.6900000000000001,pymatgen,8.09
17907,gdb_18114,[H]C1=C2C([H])([H])C([H])([H])O[C@]2([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17908,gdb_18115,[H]C1=C2C([H])([H])C([H])([H])O[C@]2([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17909,gdb_18116,[H]C1=C2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17910,gdb_18117,[H]C1([H])[NH2+][C@H]2OC([H])([H])C([H])([H])[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17911,gdb_18118,[H]C1=C2C([H])([H])OC([H])([H])[C@]2([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17912,gdb_18119,[H]C1=C2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17913,gdb_18120,[H]C1([H])O[C@@H]2[NH2+]C([H])([H])C([H])([H])[C@]2([H])O1,C1,1,1,0.6900000000000001,pymatgen,8.17
17914,gdb_18121,[H]C1([H])[NH2+]C2OC([H])([H])C([H])([H])[N@H+]2C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17915,gdb_18122,[H]C1=C2C([H])([H])OC([H])([H])[C@]2([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17916,gdb_18123,[H]C1([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C1([H])[H],C2v,4,2,0.81,pymatgen,8.46
17917,gdb_18124,[H]C1([H])O[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17918,gdb_18125,[H]C1([H])O[C@]2([H])OC([H])([H])C([H])([H])[C@]2([H])C1([H])[H],Cs,2,1,0.73,pymatgen,8.17
17919,gdb_18126,[H]C1([H])C([H])([H])[C@]2([H])C([H])([H])OC([H])([H])[C@]2([H])C1([H])[H],Cs,2,1,0.73,pymatgen,8.32
17920,gdb_18127,[H]C1([H])O[C@]2([H])C([H])([H])OC([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17921,gdb_18128,[H]C1([H])O[C@]2([H])C([H])([H])C([H])([H])O[C@]2([H])C1([H])[H],C2,2,2,0.73,pymatgen,8.17
17922,gdb_18129,[H]C1([H])O[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])O1,C1,1,1,0.6900000000000001,pymatgen,8.17
17923,gdb_18130,[H]C1([H])O[C@@]2([H])C([H])([H])OC([H])([H])[C@@]2([H])O1,Cs,2,1,0.73,pymatgen,8.0
17924,gdb_18131,[H]C1([H])OC([H])([H])[C@]2([H])C([H])([H])OC([H])([H])[C@]12[H],C2,2,2,0.73,pymatgen,8.17
17925,gdb_18132,[H]C([H])([H])[C@]1([H])[N@@H+]2C([H])([H])[C@@]([H])(C#N)[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17926,gdb_18133,[H]C#C[C@]1([H])C([H])([H])[C@]2([H])[C@]([H])(C([H])([H])[H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17927,gdb_18134,[H]C#C[C@@]1([H])[N@H+]2[C@@]([H])(C([H])([H])[H])[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17928,gdb_18135,[H]C([H])([H])[C@@]1([H])[C@@]2([H])C([H])([H])[C@@]([H])(C#N)[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17929,gdb_18136,[H]C([H])([H])[C@]1([H])[N@@H+]2[C@]([H])(C#N)C([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17930,gdb_18137,[H]N1[C@]2([H])[C@]([H])(C([H])([H])[H])[C@]2([H])[C@]1([H])C#N,C1,1,1,0.6900000000000001,pymatgen,8.0
17931,gdb_18138,[H]C#C[C@]1([H])O[C@]2([H])[C@]([H])(C([H])([H])[H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17932,gdb_18139,[H]C([H])([H])[C@@]1([H])[C@@]2([H])O[C@@]([H])(C#N)[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,7.91
17933,gdb_18140,[H]C([H])([H])[N@@H+]1[C@@]2([H])[C@]1([H])C([H])([H])[C@@]2([H])C#N,C1,1,1,0.6900000000000001,pymatgen,8.09
17934,gdb_18141,[H]C#C[C@]1([H])C([H])([H])[C@]2([H])[C@]([H])(O[H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17935,gdb_18142,[H]O[C@@]1([H])[C@@]2([H])C([H])([H])[C@@]([H])(C#N)[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
17936,gdb_18143,[H]O[C@@]1([H])[C@@]2([H])N([H])[C@@]([H])(C#N)[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.81
17937,gdb_18144,[H]C#C[C@]1([H])O[C@]2([H])[C@]([H])(O[H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,7.81
17938,gdb_18145,[H]O[C@@]1([H])[C@@]2([H])O[C@@]([H])(C#N)[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.7
17939,gdb_18146,[H]C(=O)[C@]1([H])C([H])([H])[N@@H+]2[C@@]1([H])[C@]2([H])C([H])([H])[H],C1,2,2,0.73,pymatgen,8.17
17940,gdb_18147,[H]C(=O)[C@]1([H])C([H])([H])[C@]2([H])[C@]([H])(C([H])([H])[H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17941,gdb_18148,[H]C(=O)[C@@]1([H])[N@H+]2[C@@]([H])(C([H])([H])[H])[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17942,gdb_18149,[H]C(=O)N1C([H])([H])[C@@]2([H])[C@]1([H])[C@@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17944,gdb_18151,[H]C(=O)[C@]1([H])C([H])([H])[C@]2([H])[N@H+](C([H])([H])[H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17945,gdb_18152,[H]O[C@@]1([H])[C@@]2([H])C([H])([H])[C@@]([H])(C([H])=O)[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17946,gdb_18153,[H]O[C@]1([H])[C@]2([H])N(C([H])=O)C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
17947,gdb_18154,[H]O[C@@]1([H])[C@@]2([H])O[C@@]([H])(C([H])=O)[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.81
17948,gdb_18155,[H]C([H])([H])[NH2+][C@@H]1O[C@]2([H])[C@@]1([H])[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17949,gdb_18156,[H]O[C@]1([H])[C@]2([H])OC([NH2+]C([H])([H])[H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17950,gdb_18157,[H]OC([H])([H])[C@@]1([H])C([H])([H])[N@@H+]2[C@@]1([H])[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17951,gdb_18158,[H]OC([H])([H])[C@]1([H])C([H])([H])[C@]2([H])[C@]([H])(C([H])([H])[H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17953,gdb_18160,[H]OC([H])([H])[C@]1([H])O[C@]2([H])[C@]([H])(C([H])([H])[H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17954,gdb_18161,[H]C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])[C@@]([H])(C([H])([H])[H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.46
17955,gdb_18162,[H]O[C@]1([H])[C@]2([H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17957,gdb_18164,[H]O[C@]1([H])[C@]2([H])O[C@]([H])(C([H])([H])C([H])([H])[H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17958,gdb_18165,[H]OC([H])([H])[C@]1([H])C([H])([H])[C@]2([H])[N@H+](C([H])([H])[H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17959,gdb_18166,[H]C([H])([H])O[C@@]1([H])C([H])([H])[C@@]2([H])[C@@]([H])(C([H])([H])[H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17960,gdb_18167,[H]O[C@]1([H])[C@]2([H])C([H])([H])[C@]([H])(OC([H])([H])[H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17961,gdb_18168,[H]C([H])([H])O[C@@]1([H])C([H])([H])[C@]2([H])[N@H+](C([H])([H])[H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17962,gdb_18169,[H]C([H])([H])O[C@@]1([H])C([H])([H])[N@@H+]2[C@@]1([H])[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
17963,gdb_18170,[H]OC([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])[C@@]([H])(O[H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17964,gdb_18171,[H]OC([H])([H])[C@@]1([H])O[C@@]2([H])[C@@]([H])(O[H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17965,gdb_18172,[H]C#CC1=C([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17966,gdb_18173,[H]C#CC1=C([H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
17967,gdb_18174,[H]C#CC1=C([H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.81
