mol_index,id,smiles,point_group,order,max_rotation_order,confidence,method,assembly_index,source,success
3542,gdb_3579,[H]C([H])([H])[N@H+]1[C@@]2([H])[C@@]3([H])O[C@@]3([H])[C@@]12[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3545,gdb_3582,[H]O[C@@]1([H])[C@@]2([H])[C@@]3([H])N([H])[C@@]3([H])[C@@]12[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3546,gdb_3583,[H]O[C@@]1([H])[C@@]2([H])[C@@]3([H])O[C@@]3([H])[C@@]12[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3547,gdb_3584,[H]N1[C@@]2([H])[C@]1([H])C([H])([H])[N@H+]1C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
3548,gdb_3585,[H]C1([H])[N@H+]2C([H])([H])[C@@]2([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3549,gdb_3586,[H]C1([H])[C@]2([H])C([H])([H])[C@]2([H])[C@]2([H])C([H])([H])[C@]12[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
3550,gdb_3587,[H]C1([H])[C@@]2([H])C([H])([H])[C@@]3([H])O[C@@]3([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3551,gdb_3588,[H]N1[C@]2([H])[C@]3([H])N([H])[C@]3([H])C([H])([H])[C@]12[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
3552,gdb_3589,[H]N1[C@@]2([H])[C@@]3([H])O[C@@]3([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3553,gdb_3590,[H]C1([H])[C@]2([H])O[C@]2([H])[C@]2([H])O[C@]12[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
3554,gdb_3591,[H]C1([H])[C@@]2([H])[C@@]3([H])C([H])([H])[C@@]3([H])O[C@@]12[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3555,gdb_3592,[H]C1([H])C([H])([H])C1([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
3556,gdb_3593,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])[C@]1([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3557,gdb_3594,[H]C1([H])[NH+]([C@]2([H])C([H])([H])[C@]2([H])C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3558,gdb_3595,[H]C1([H])C([H])([H])C1([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3559,gdb_3596,[H]N1[C@@]([H])([C@]2([H])N([H])C2([H])[H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
3560,gdb_3597,[H]N1[C@@]([H])([C@]2([H])OC2([H])[H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3561,gdb_3598,[H]C1([H])C([H])([H])C1([H])[C@]1([H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3562,gdb_3599,[H]N1C([H])([H])[C@]1([H])[C@]1([H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3563,gdb_3600,[H]C([H])([H])[C@@]1([H])O[C@@]1([H])[C@]1([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
3564,gdb_3601,[H]C([H])([H])[N@H+]1C([H])([H])[C@@]1([H])C1([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3565,gdb_3602,[H]N1C([H])([H])[C@]1([H])[C@@]1([H])[N@@H+](C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3566,gdb_3603,[H]C([H])([H])[N@H+]1C([H])([H])[C@@]1([H])[C@]1([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3567,gdb_3604,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])C1([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3568,gdb_3605,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])[C@]1([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
3569,gdb_3606,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])[NH+]1C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3570,gdb_3607,[H]C1([H])[C@]2([H])C([H])([H])[C@]3([H])C([H])([H])[C@@]1([H])[C@]23[H],C3v,6,3,0.89,pymatgen,4.0,assembly_theory_exact,True
3571,gdb_3608,[H]C1([H])[C@]2([H])[NH+]3[C@@]1([H])C([H])([H])[C@]3([H])C2([H])[H],C3v,6,3,0.89,pymatgen,4.0,assembly_theory_exact,True
3572,gdb_3609,[H]C1([H])[C@@]2([H])C([H])([H])[C@@]3([H])O[C@]1([H])[C@@]23[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3573,gdb_3610,[H]C1([H])[N@H+]2C([H])([H])[C@@]3([H])O[C@]1([H])[C@@]23[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3574,gdb_3611,[H]C1=C([H])[C@@]2([H])C([H])([H])[C@@]3([H])[C@]1([H])[C@]32[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
3575,gdb_3612,[H]C1=C([H])[C@@]2([H])O[C@@]3([H])[C@]1([H])[C@]32[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3576,gdb_3613,[H][C-]1[C@H]2C([H])([H])[C@]3([H])[C@@]2([H])[C@]3([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
3577,gdb_3614,[H]C1([H])[NH2+][C@H]2O[C@]3([H])[C@@]2([H])[C@]13[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3578,gdb_3615,[H]C1([H])C([H])([H])[C@]2([H])[C@]3([H])C([H])([H])[C@@]1([H])[C@@]32[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
3579,gdb_3616,[H]C1([H])O[C@@]2([H])C([H])([H])[C@@]3([H])[C@]1([H])[C@]32[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3580,gdb_3617,[H]C1([H])O[C@]2([H])[C@]3([H])C([H])([H])[C@@]1([H])[C@]23[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3581,gdb_3618,[H]C1([H])[N@H+]2[C@@]3([H])[C@]1([H])OC([H])([H])[C@@]23[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3582,gdb_3619,[H]C1([H])C([H])([H])[C@@]2([H])O[C@@]3([H])[C@]1([H])[C@]32[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3583,gdb_3620,[H]C1([H])O[C@@]2([H])[C@@]3([H])O[C@]1([H])[C@@]23[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
3584,gdb_3621,[H]C1([H])[C@@]2([H])[C@]3([H])[N@@H+]4[C@@]2([H])[C@]4([H])[C@]13[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3585,gdb_3622,[H]C1([H])[C@]2([H])[C@]3([H])[N@H+]4[C@]3([H])[C@]2([H])[C@]41[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3586,gdb_3623,[H]C1([H])[C@@]2([H])[C@@]3([H])[C@]1([H])[C@@]1([H])[C@]2([H])[C@@]31[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
3587,gdb_3624,[H]C1([H])[N@H+]2[C@@]3([H])[C@]1([H])[C@@]1([H])[C@]2([H])[C@@]31[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3588,gdb_3625,[H]C1([H])[C@]2([H])[N@H+]3[C@]4([H])[C@@]([H])([C@@]42[H])[C@]31[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3589,gdb_3626,[H][C@]12O[C@]3([H])[C@@]1([H])[N@H+]1[C@]3([H])[C@]12[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3590,gdb_3627,[H][C@]12O[C@]3([H])[C@@]1([H])[C@@]1([H])[C@]3([H])[C@@]21[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
3591,gdb_3628,[H]C1([H])[C@]2([H])[C@@]3([H])[C@]2([H])[C@@]2([H])[C@]1([H])[C@]23[H],D2d,4,2,0.81,pymatgen,4.0,assembly_theory_exact,True
3592,gdb_3629,[H]C1([H])[N@@H+]2[C@@]3([H])[C@]2([H])[C@@]2([H])[C@]1([H])[C@@]32[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3593,gdb_3630,[H]C1([H])[C@@]2([H])[C@@]3([H])[N@@H+]4[C@]([H])([C@]32[H])[C@@]41[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3594,gdb_3631,[H][C@]12O[C@]3([H])[C@]4([H])[C@@]1([H])[C@@]2([H])[C@]34[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
3595,gdb_3632,[H]C#Cc1c([H])c([H])nn1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3596,gdb_3633,[H]C#Cc1onc([H])c1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3597,gdb_3634,[H]C#Cc1c([H])nnn1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3598,gdb_3635,[H]C#Cc1onnc1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3599,gdb_3636,[H]C#Cc1c([H])nn([H])c1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3600,gdb_3637,[H]C#Cc1nnn([H])c1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3601,gdb_3638,[H]C#Cc1c([H])noc1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3602,gdb_3639,[H]C#Cc1nnoc1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3603,gdb_3640,[H]C#Cc1nc([H])no1,Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3604,gdb_3641,[H]C#Cc1nn([H])c([H])c1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3605,gdb_3642,[H]C#Cc1nc([H])n([H])n1,Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3606,gdb_3643,[H]C#Cc1nn([H])nc1[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
3607,gdb_3644,[H]C#Cc1nnn([H])n1,Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3608,gdb_3645,[H]C#Cc1noc([H])c1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3609,gdb_3646,[H]C#Cc1noc([H])n1,Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3610,gdb_3647,[H]C#Cc1nonc1[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
3611,gdb_3648,[H]C#Cc1nnon1,Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3612,gdb_3649,[H]c1nn2c(c1[H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3613,gdb_3650,[H]c1nnn2c1C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3614,gdb_3651,[H]c1nc2n(n1)C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3615,gdb_3652,[H]c1nn([H])c(C([H])([H])[H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3616,gdb_3653,[H]c1noc(C([H])([H])[H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3617,gdb_3654,[H]n1nnc(C([H])([H])[H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3618,gdb_3655,[H]C([H])([H])c1nnoc1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3619,gdb_3656,[H]c1nn([H])c(C([H])([H])[H])c1N([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3620,gdb_3657,[H]c1noc(C([H])([H])[H])c1N([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3621,gdb_3658,[H]N([H])c1nnn([H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3622,gdb_3659,[H]N([H])c1nnoc1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3623,gdb_3660,[H]c1nn([H])c(N([H])[H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3624,gdb_3661,[H]N([H])c1c(C([H])([H])[H])nnn1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3625,gdb_3662,[H]c1noc(N([H])[H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3626,gdb_3663,[H]N([H])c1onnc1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3627,gdb_3664,[H]Oc1c([H])nn([H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3628,gdb_3665,[H]Oc1nnn([H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3629,gdb_3666,[H]Oc1nnoc1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3630,gdb_3667,[H]Oc1c(C([H])([H])[H])c([H])nn1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3631,gdb_3668,[H]c1c(C([H])([H])[H])nn([H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3632,gdb_3669,[H]c1c(C([H])([H])[H])noc1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3633,gdb_3670,[H]c1c(N([H])[H])nn([H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3634,gdb_3671,[H]c1c(N([H])[H])noc1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3635,gdb_3672,[H]Oc1nn([H])c(C([H])([H])[H])c1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3636,gdb_3673,[H]Oc1noc(C([H])([H])[H])c1[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3637,gdb_3674,[H]c1nnc(C([H])([H])[H])c([H])n1,Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3638,gdb_3675,[H]c1nnc([H])c(C([H])([H])[H])n1,Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3639,gdb_3676,[H]c1nnnnc1C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
3640,gdb_3677,[H]c1c(C([H])([H])[H])c(C([H])([H])[H])nn1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3641,gdb_3678,[H]c1c(C([H])([H])[H])c(N([H])[H])nn1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3642,gdb_3679,[H]Oc1nn([H])c([H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3643,gdb_3680,[H]c1onc(C([H])([H])[H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3644,gdb_3681,[H]c1onc(N([H])[H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3645,gdb_3682,[H]Oc1noc([H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3646,gdb_3683,[H]n1nc(C([H])([H])[H])nc1C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
3647,gdb_3684,[H]C([H])([H])c1noc(C([H])([H])[H])n1,Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3648,gdb_3685,[H]N([H])c1nc(C([H])([H])[H])n([H])n1,Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3649,gdb_3686,[H]N([H])c1noc(C([H])([H])[H])n1,Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3650,gdb_3687,[H]Oc1nc(C([H])([H])[H])n([H])n1,Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3651,gdb_3688,[H]Oc1noc(C([H])([H])[H])n1,Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3652,gdb_3689,[H]c1nnc(C([H])([H])[H])nc1[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3653,gdb_3690,[H]c1nnnc(C([H])([H])[H])n1,C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3654,gdb_3691,[H]n1c(C([H])([H])[H])nnc1C([H])([H])[H],C2v,4,2,0.81,pymatgen,4.0,assembly_theory_exact,True
3655,gdb_3692,[H]C([H])([H])c1nnc(C([H])([H])[H])o1,C2v,4,2,0.81,pymatgen,4.0,assembly_theory_exact,True
3656,gdb_3693,[H]n1nc(C([H])([H])[H])n([H])c1=O,Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3657,gdb_3694,[H]n1nc(C([H])([H])[H])oc1=O,Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3658,gdb_3695,[H]c1c(C([H])([H])[H])nn([H])c1N([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3659,gdb_3696,[H]N([H])c1nc(C([H])([H])[H])nn1[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3660,gdb_3697,[H]Oc1c([H])c(C([H])([H])[H])nn1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3661,gdb_3698,[H]Oc1nc(C([H])([H])[H])nn1[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3662,gdb_3699,[H]c1c(N([H])[H])c(C([H])([H])[H])nn1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3663,gdb_3700,[H]Oc1c(C([H])([H])[H])nn([H])c1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3664,gdb_3701,[H]n1nc(C([H])([H])[H])c(C([H])([H])[H])n1,C2v,4,2,0.81,pymatgen,4.0,assembly_theory_exact,True
3665,gdb_3702,[H]N([H])c1nn([H])nc1C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
3666,gdb_3703,[H]Oc1nn([H])nc1C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
3667,gdb_3704,[H][N-]C1ON=C(C([H])([H])[H])O1,C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3668,gdb_3705,[H]n1c(C([H])([H])[H])noc1=O,Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3669,gdb_3706,[H]C([H])([H])c1noc(=O)o1,Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3670,gdb_3707,[H]c1c(C([H])([H])[H])noc1N([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3671,gdb_3708,[H]N([H])c1nc(C([H])([H])[H])no1,C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3672,gdb_3709,[H]c1onc(C([H])([H])[H])c1N([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3673,gdb_3710,[H]C([H])([H])c1nonc1C([H])([H])[H],C2v,4,2,0.81,pymatgen,4.0,assembly_theory_exact,True
3674,gdb_3711,[H]N([H])c1nonc1C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
3675,gdb_3712,[H]c1nn([H])c(C([H])([H])C([H])([H])[H])c1[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3676,gdb_3713,[H]c1noc(C([H])([H])C([H])([H])[H])c1[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3677,gdb_3714,[H]c1nnn([H])c1C([H])([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3678,gdb_3715,[H]c1nnoc1C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3679,gdb_3716,[H]c1nn([H])c([H])c1C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3680,gdb_3717,[H]c1c(C([H])([H])C([H])([H])[H])nnn1[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3681,gdb_3718,[H]c1noc([H])c1C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3682,gdb_3719,[H]c1onnc1C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3683,gdb_3720,[H]c1nc(C([H])([H])C([H])([H])[H])n([H])n1,C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3684,gdb_3721,[H]c1noc(C([H])([H])C([H])([H])[H])n1,C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3685,gdb_3722,[H]c1c(C([H])([H])C([H])([H])[H])nn([H])c1[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3686,gdb_3723,[H]c1nc(C([H])([H])C([H])([H])[H])nn1[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3687,gdb_3724,[H]c1nn([H])nc1C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
3688,gdb_3725,[H]n1nnc(C([H])([H])C([H])([H])[H])n1,C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3689,gdb_3726,[H]c1onc(C([H])([H])C([H])([H])[H])c1[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3690,gdb_3727,[H]c1nc(C([H])([H])C([H])([H])[H])no1,C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3691,gdb_3728,[H]c1nonc1C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
3692,gdb_3729,[H]C([H])([H])C([H])([H])c1nnon1,C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3693,gdb_3730,[H]c1nn(C([H])([H])C([H])([H])[H])c([H])c1[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3694,gdb_3731,[H]c1nnn(C([H])([H])C([H])([H])[H])c1[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3695,gdb_3732,[H]c1nc([H])n(C([H])([H])C([H])([H])[H])n1,C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3696,gdb_3733,[H]c1nnc([H])n1C([H])([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3697,gdb_3734,[H]c1nnnn1C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3698,gdb_3735,[H]c1nn(C([H])([H])C([H])([H])[H])nc1[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3699,gdb_3736,[H]c1nnn(C([H])([H])C([H])([H])[H])n1,C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
3700,gdb_3737,[H]C([H])([H])C([H])([H])n1nnnn1,Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3701,gdb_3738,[H]c1nn(C([H])([H])[H])c([H])c1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3702,gdb_3739,[H]c1c(C([H])([H])[H])nnn1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3703,gdb_3740,[H]c1nn(C([H])([H])[H])c([H])c1N([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3704,gdb_3741,[H]c1c(N([H])[H])nnn1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3705,gdb_3742,[H]Oc1c([H])nn(C([H])([H])[H])c1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3706,gdb_3743,[H]Oc1nnn(C([H])([H])[H])c1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3707,gdb_3744,[H]c1c(C([H])([H])[H])nn(C([H])([H])[H])c1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3708,gdb_3745,[H]c1c(N([H])[H])nn(C([H])([H])[H])c1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3709,gdb_3746,[H]Oc1nn(C([H])([H])[H])c([H])c1[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3710,gdb_3747,[H]c1nc(C([H])([H])[H])nn1C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3711,gdb_3748,[H]c1nc(N([H])[H])nn1C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3712,gdb_3749,[H]Oc1nc([H])n(C([H])([H])[H])n1,Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3713,gdb_3750,[H]c1nn([H])c(=O)n1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3714,gdb_3751,[H][N-]c1onc([H])[n+]1C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
3715,gdb_3752,[H]c1noc(=O)n1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
3716,gdb_3753,[H]c1nn(C([H])([H])[H])nc1C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
3717,gdb_3754,[H]c1nn(C([H])([H])[H])nc1N([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
3718,gdb_3755,[H]Oc1nn(C([H])([H])[H])nc1[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
